"HITID","Tweet","Worker1","Answer1","Worker2","Answer2","Agreement","Answer","Date"
"2PAV7WGKCCVLYDQLVDDHIPQ4F84T3W","RT @TheOpinionista: Forget the polls. electoral votes forecast from NYT:  PBO 290 Romney 247.  270 needed to win http://t.co/GtE3TYpV","ATBZC1F0M7F2F","hopeful","AMAAE4PQGWD99","none / other","No","no_agreement","Mon Nov 12 16:14:31 UTC 2012"
"2P7JWKUDD8XMOD4E19RBEUTO9SMBM5","RT @alliewoodford: Romney is A","ATBZC1F0M7F2F","angry","A2J0MGJFLGQOO5","happy","No","no_agreement","Mon Nov 12 21:00:14 UTC 2012"
"2U0PDOBDDP8PW6Y55NZXUB3Q68I2DD","RT @boner4kony: Romney is A","ATBZC1F0M7F2F","mocking","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Mon Nov 12 17:30:55 UTC 2012"
"21ICOK2JE1M72UYKD1N6WZAC333UN5","#OctoberSurprise: Allred To Court. Attempts To Unseal Mitt Romney Testimony &amp; Lift Gag Order http://t.co/vHjRXlbF via @sharethis","ATBZC1F0M7F2F","hopeful","A2J0MGJFLGQOO5","none / other","No","no_agreement","Mon Nov 12 20:01:30 UTC 2012"
"2RWSCWY2AOO2TW0P8YFGYSCM9HT224","RT @thinkprogress: After bashing government spending. Romney campaigns at national landmark built by The New Deal http://t.co/qIPRh5uI # ...","ATBZC1F0M7F2F","angry","A2J0MGJFLGQOO5","happy","No","no_agreement","Mon Nov 12 20:48:59 UTC 2012"
"2VUWA6X3YOCCSAQ0XUOP1INILWGPOJ","RT @TheNewDeal: After Bashing Govt Spending. Romney Campaigns At National Landmark Built By The New Deal http://t.co/AQEdYzVj Rt #Romnes ...","ATBZC1F0M7F2F","angry","A2J0MGJFLGQOO5","happy","No","no_agreement","Mon Nov 12 20:36:03 UTC 2012"
"2CQER9Y8TNKIZ96XXU6H02OM3OZ7U8","RT @ArrghPaine: RT @TheLastWord Recent polling shows Romney momentum is actually Obamas. http://t.co/eu2RSRpt #p2 #tcot","A2J0MGJFLGQOO5","happy","ATBZC1F0M7F2F","hopeful","No","no_agreement","Mon Nov 12 20:34:14 UTC 2012"
"2XGQ4J3NAB6BSWTQG8PI11TJICYERW","RT @TheDailyShow: #TDSBreakingNews @BarackObama Halloween masks outselling Romney masks 60%-40%. GOP demands photo ID to buy masks.","ATBZC1F0M7F2F","funny","A2J0MGJFLGQOO5","happy","No","no_agreement","Mon Nov 12 20:34:22 UTC 2012"
"2PWBDPGFL6VC26DKJX4WQOV1V6AJ43","RUSH LIMBAUGH TODAY: ""WHAT ROMNEY DID LAST NIGHT SHOWED EVERYBODY HE KNOWS HIS STUFF. IS INTELLIGENT. AND IS INFORMED.""","A2J0MGJFLGQOO5","happy","ATBZC1F0M7F2F","hopeful","No","no_agreement","Mon Nov 12 19:49:57 UTC 2012"
"2OZ57DZKPFE4RQRS5WT5T8I9QYEE4D","#Mitt Romney promoting his own tweets in full force . #Obama #CashMoney","A2J0MGJFLGQOO5","happy","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Mon Nov 12 20:53:45 UTC 2012"
"20ZSTLB3L0FBWJWZ3T5JZEVE8Q6VJQ","RT @OMG_CHILL_BITCH: : if Romney wins. everybody twitter location gone be ""via cotton field"".","AMAAE4PQGWD99","funny","ATBZC1F0M7F2F","mocking","No","no_agreement","Mon Nov 12 16:13:57 UTC 2012"
"2GYKPEIB9BAWY208H0WV5UD3PS9X0P","It was hilarious when Obama wanted to lecture Romney about the Navy..This coming from the man who thinks the Navy has Corpsemen. #1andout","ATBZC1F0M7F2F","funny","A2J0MGJFLGQOO5","mocking","No","no_agreement","Mon Nov 12 20:55:44 UTC 2012"
"2I3Y58B727M0VQTV9NS66FSVI3CVAA","RT @dcexaminer: BARONE: Barone: Affluent suburbs swing to debate-tested Romney http://t.co/RONjLYT0","ATBZC1F0M7F2F","hopeful","A2J0MGJFLGQOO5","none / other","No","no_agreement","Mon Nov 12 19:45:12 UTC 2012"
"2NSUC26DG67DE7H6SPB0KOK2MDJ6DX","RT @Slate: Separated at birth: Mitt Romney and Dolores Umbridge? PHOTO: http://t.co/9ZZkJIPL","A2J0MGJFLGQOO5","funny","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Mon Nov 12 20:34:45 UTC 2012"
"2LISPW1INMHGB0IUVX1BEBFMIE64HJ","@Shelly_Smyth: #Romney is so hot i wish he would cum all over my tits http://t.co/5r7rNHcU","A2J0MGJFLGQOO5","funny","A1Y6CLBM5VJQKD","mocking","No","no_agreement","Mon Nov 12 16:13:18 UTC 2012"
"2UZJHP4BDDKGH8M2K70XBG35AVTZ6P","RT @washingtonpost: #BREAKINGNEWS: Romney at 49%. Obama at 48% in our national tracking poll http://t.co/CI4n9q46 via @PostPolls","A2J0MGJFLGQOO5","hopeful","ATBZC1F0M7F2F","none / other","No","no_agreement","Mon Nov 12 16:13:52 UTC 2012"
"2LTLYHVI44OSFUZ50NEE7SBAS4TX3K","@BarackObama we can't afford you as president. We can't have more of your failed policies. Romney isn't perfect but he's better than you","A2J0MGJFLGQOO5","happy","ATBZC1F0M7F2F","hopeful","No","no_agreement","Mon Nov 12 19:53:28 UTC 2012"
"2DKGTP9RA7S59WFH18JON70JPG3WRU","@gre874 romney is going to win cuz he owns the voting machines. dumb ass","A2J0MGJFLGQOO5","angry","ATBZC1F0M7F2F","funny","No","no_agreement","Mon Nov 12 19:45:35 UTC 2012"
"2JS1QP6AUC26QQKI5BO330FK3B618O","RT @TheRightFact: DEBATE FACT CHECK: President Obama had 15 provably false statements. Mitt Romney had 2 http://t.co/oW8ZCdbL","A2J0MGJFLGQOO5","afraid","ATBZC1F0M7F2F","hopeful","No","no_agreement","Mon Nov 12 20:53:08 UTC 2012"
"29UM6IAA2SEI748BSYHKSA4ILRQMM5","@ABC Romney showed he that while he criticizes the outcome of the President's foreign policy. he has identical policy prescriptions.","ATBZC1F0M7F2F","afraid","A2J0MGJFLGQOO5","angry","No","no_agreement","Mon Nov 12 16:29:20 UTC 2012"
"2IANQQ7Q6705E0YNF1S21QC10LYBVM","RT @BarackObama: Romney said bringing our troops home from Iraq was ""tragic"": http://t.co/Dj3DrU8I #RomneyWrong","ATBZC1F0M7F2F","angry","AMAAE4PQGWD99","none / other","No","no_agreement","Mon Nov 12 16:27:37 UTC 2012"
"2776AUC26DG6KNF8V5RFS0CON114B3","Fuck Romney! #Str8LikeThat!","ATBZC1F0M7F2F","angry","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Mon Nov 12 18:11:54 UTC 2012"
"2LISPW1INMHGB0IUVX1BEBFMIE6H4W","RT @itsrealTED: RT for Obama. Favorite for Romney","ATBZC1F0M7F2F","happy","A2J0MGJFLGQOO5","none / other","No","no_agreement","Mon Nov 12 20:20:09 UTC 2012"
"26L6XBAT2D5N381G7DH0RG5T1L515M","RT @AinTime4That: Voting for Mitt Romney? Ain't nobody got time for that!","ATBZC1F0M7F2F","angry","A2J0MGJFLGQOO5","mocking","No","no_agreement","Mon Nov 12 20:31:42 UTC 2012"
"2M5QYN5F3Q0JTF79EX3W6B49I8AEAO","RT @JoeBiden: Team Obama-Biden is strengthening Medicare. Romney and Ryan would turn it into vouchercare: http://t.co/sBRJLvXH","ATBZC1F0M7F2F","afraid","AMAAE4PQGWD99","angry","No","no_agreement","Mon Nov 12 16:15:42 UTC 2012"
"2C79746OQ1SN30L1YHR59QKCQQJ3N6","Heres the article to prove it. http://t.co/iTjfIS7B","ATBZC1F0M7F2F","angry","AMAAE4PQGWD99","none / other","No","no_agreement","Mon Nov 12 16:34:06 UTC 2012"
"2DH9RNDWIOV15H6YVNKG213YGYQGV8","RT @Auriandra: ""With a Romney administration. you'll get Bush's economic policy. Santorum's social policy &amp; Cheney's foreign policy"" ...","A2J0MGJFLGQOO5","afraid","ATBZC1F0M7F2F","angry","No","no_agreement","Mon Nov 12 20:13:46 UTC 2012"
"2IDP9746OQ1S004IIGY0D1QKFMA2MV","RT @cher: Tagg Romney owns piece of co.That Put Voter tabulating machines in..OHIO ! Man who owns the rest of co. made a huge $$ contrib ...","ATBZC1F0M7F2F","afraid","A2J0MGJFLGQOO5","angry","No","no_agreement","Mon Nov 12 16:26:49 UTC 2012"
"22H6R70G5R98QIXENOYW0STN1BYAQW","@TheFix don't forget...Romney *just* cut an ad supporting Mourdock","ATBZC1F0M7F2F","angry","A2J0MGJFLGQOO5","happy","No","no_agreement","Mon Nov 12 16:27:41 UTC 2012"
"2MCFJ51Y7QEOCPC1KB3S1MOF0QVEBJ","#Romney (+ 9783 points) beats #Obama so far  in 25trends Elections 2012 analyses  #debate #tcot #p2 #sensata http://t.co/4nD11Smp","ATBZC1F0M7F2F","hopeful","A2J0MGJFLGQOO5","none / other","No","no_agreement","Mon Nov 12 16:27:05 UTC 2012"
"2FILWSBRI8IUOCC51IAH0TLB6KIE2H","Do u ReaLLy think the RW R losing their minds over Romney's new positions? W ExPliCitLY said he was gonna erase the debt right? What He Do??","A2J0MGJFLGQOO5","afraid","ATBZC1F0M7F2F","angry","No","no_agreement","Mon Nov 12 19:44:46 UTC 2012"
"2L179KQW618NHG887M44DXCEWMVMK0","RT @Traphik: The only English channel in this Austrian hotel room is CNN. I know SO much about Obama/Romney debate body language now.","ATBZC1F0M7F2F","funny","A2J0MGJFLGQOO5","none / other","No","no_agreement","Mon Nov 12 19:52:32 UTC 2012"
"21RRJ85OZIZEUWOLHWFOY5EWSW3X91","@edshow @BarackObama Romney is a marionette with the Neo-cons pulling the strings - Romney has no moral center -","ATBZC1F0M7F2F","angry","A2J0MGJFLGQOO5","mocking","No","no_agreement","Mon Nov 12 21:16:35 UTC 2012"
"27E618N46UXFPNIGPM5TVDSNWJ0RPU","RT @ConservativeQuo: Leaders lead. I will lead us out of this debt and spending crisis - Mitt Romney","ATBZC1F0M7F2F","hopeful","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Mon Nov 12 15:34:05 UTC 2012"
"2NA8SV7WGKCC8VZE4KU3UHAPT3U1R0","RT @BarackObama: President Obama: The people of Ohio dont forget. If Mitt Romney had been president  we might not have an American au ...","A2J0MGJFLGQOO5","angry","A3UX2FXA3NMJCS","none / other","No","no_agreement","Mon Nov 12 19:43:44 UTC 2012"
"28AQV66RLPHI6DV6OKMKQ62NMPKE6Y","RT @damspahn: Former election official: Tagg Romneys stake in voting machine firm doesnt look good  MSNBC http://t.co/9TWSAWzp","A3UX2FXA3NMJCS","afraid","AMAAE4PQGWD99","mocking","No","no_agreement","Mon Nov 12 16:25:35 UTC 2012"
"22M2J1LY58B7FH0BAQ6KPD161EA6R3","SWINGING TO ROMNEY! Barone: Affluent suburbs swing to debate-tested Romney http://t.co/VrGlhrPU   #tcot","ATBZC1F0M7F2F","afraid","A2J0MGJFLGQOO5","happy","No","no_agreement","Mon Nov 12 16:14:37 UTC 2012"
"2MX3Q0JG5TYM0MA93E0FHSSSKWJJFR","RT @BFAproblems: Mitt Romney was totes that guy in dance class that stood in the back and faked his single pirouette during across-the-f ...","ATBZC1F0M7F2F","funny","A2J0MGJFLGQOO5","mocking","No","no_agreement","Mon Nov 12 20:50:09 UTC 2012"
"2MQB727M0IGFXRRCY86S3F4VLNCDY4","@gloriaallred out of desperation from the sinking Obama polls. makes pathetic move to reveal old Romney ""secret"" #sad #pathetic #losing #obv","A1Y6CLBM5VJQKD","mocking","A2J0MGJFLGQOO5","sad","No","no_agreement","Mon Nov 12 20:18:44 UTC 2012"
"2B5U8LZ6R70GI1NJ5IA33E7WVRBM6V","RT @Slate: Mitt Romney still using FNL slogan after being asked to stop by show's creator: http://t.co/H8mO9P4m","A2J0MGJFLGQOO5","angry","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Mon Nov 12 16:13:38 UTC 2012"
"2GKMIKMN9U8PM8HJL6NXQ3SU1H4SBY","RT @TheObamaDiary: We'll call it a draw ..... #Debate #Romney http://t.co/P6lakkoI","ATBZC1F0M7F2F","hopeful","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Mon Nov 12 16:06:43 UTC 2012"
"2GRO9Z6KW4ZMN9VSJ1CFY0ONQU9E5I","the case against Mitt Romney is more fundamental. As time goes on and the Bush years begin to pass... http://t.co/SEaSXUMs","A2J0MGJFLGQOO5","hopeful","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Mon Nov 12 20:58:04 UTC 2012"
"26DH8MZ9O9Z6X6IAEKQHPRRLIPI90I","RT @Slim_REALigion_: RT @iAteYourSwag :""I Got Vote For Mitt Romney Shit In The Mail . I Gave It To My Dog .  "" Animal cruelty","A2J0MGJFLGQOO5","angry","A1Y6CLBM5VJQKD","mocking","No","no_agreement","Mon Nov 12 21:03:57 UTC 2012"
"20DCNHMVHVKCWAFCCCY4R79KTVP240","I may live in the uk but you yanks have my prayers. I just hope that Romney don't get in. He has no idea how much... http://t.co/wlNtkVV1","A2J0MGJFLGQOO5","afraid","A1Y6CLBM5VJQKD","angry","No","no_agreement","Mon Nov 12 16:27:31 UTC 2012"
"2UV2AC9KSSZVA7G1WFLUSQOYJM0J1Q","RT @cher: Tagg Romney owns piece of co.That Put Voter tabulating machines in..OHIO ! Man who owns the rest of co. made a huge $$ contrib ...","A2J0MGJFLGQOO5","angry","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Mon Nov 12 20:36:18 UTC 2012"
"2W80ONNVRH1KUYNP8127ENV9OJDNWW","The Mormon Curtain - MORMON RACISM","A2J0MGJFLGQOO5","angry","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Mon Nov 12 19:46:55 UTC 2012"
"2QHJMJUNU8LZJ1LB8FI9GD8J6UWH1J","RT @Wary12: #EdShow Pres #Obama is MUCH more sane. mannerly than ANY of those in the #Romney family","A2J0MGJFLGQOO5","angry","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Mon Nov 12 20:14:33 UTC 2012"
"2CUPWZ9RNDWI15F3Z2E3LTGU42GSD5","RT @HuffPostPol: In contrast to Obama. Romney's post-debate ad goes negative http://t.co/OulkdaHn","A182JW8U6PO60U","angry","A2J0MGJFLGQOO5","none / other","No","no_agreement","Mon Nov 12 19:47:55 UTC 2012"
"2XBP9RA7S5WMEGN9KY678JMHO90TY3","RT @Jayyoxox: If romney is elected president i'm packing my bags and looking for what island Tupac is stationed.","A1Y6CLBM5VJQKD","angry","A2J0MGJFLGQOO5","funny","No","no_agreement","Mon Nov 12 20:58:21 UTC 2012"
"2JV5NQYN5F3QDTUGL8DNKWYB78X8CL","@PegT: Pro-Romney Firm's Purchase Of Voting Machine Company Raises Alarms http://t.co/cjMQGiFS via @HuffPostPol","A2J0MGJFLGQOO5","afraid","A182JW8U6PO60U","angry","No","no_agreement","Mon Nov 12 16:16:46 UTC 2012"
"2Z5MHGYQ4J3NNLKM7W6FWYYIW0BAN9","@MichelleObama Colorado is about #ROMNEY...POTUS IS NOT WORKING FOR ANYONE IN COLORADO","A2J0MGJFLGQOO5","angry","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Mon Nov 12 20:22:50 UTC 2012"
"2S9I8IUB2YU9LTV3LV23T0FBM817JC","RT @Donna_West: Thank you @EdShow for talking about Taggert Romney's company owns voting machines that are in OH. We need to watch this!","AMAAE4PQGWD99","angry","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Mon Nov 12 16:25:08 UTC 2012"
"2SKYU98JHSTLODZB7LA9QOBJHI9PDM","RT @CHI_SOM: No don't sit and home and go ""I won't vote."" Even if you just like Obama or Romney Go Vote. Every vote counts","A2J0MGJFLGQOO5","hopeful","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Mon Nov 12 20:54:26 UTC 2012"
"2DABRI8IUB2Y7JMU92KLJ3L0IA1H51","RT @AinTime4That: Voting for Mitt Romney? Ain't nobody got time for that!","AMAAE4PQGWD99","angry","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Mon Nov 12 16:32:25 UTC 2012"
"2DYKCCVLL3CAGD0S2ZH4K9NQX6F7XZ","RT @KattWillliams: That akward moment you realize Mitt Romneys Slogan. Keep America American was the same slogan used by the KKK in 1922","AMAAE4PQGWD99","mocking","A1Y6CLBM5VJQKD","sad","No","no_agreement","Mon Nov 12 16:20:52 UTC 2012"
"25F7H57DZKPFRESR5R4MA5L8L862CD","Mitt Romney. you sir are a babbling fool.","AMAAE4PQGWD99","angry","ATBZC1F0M7F2F","mocking","No","no_agreement","Mon Nov 12 16:23:17 UTC 2012"
"2ZCUU00OQKKAHSW302TUA680HVIWWX","Heres a pic of tonights Romney Rally. Looks like a good turnout. http://t.co/jZiImN37","A2J0MGJFLGQOO5","happy","ATBZC1F0M7F2F","hopeful","No","no_agreement","Mon Nov 12 20:52:21 UTC 2012"
"2ALDHJHP4BDDXQI901JXHX3G64Q4XD","Presidential debate: Romney endorses Obama http://t.co/AnY6ylds","ATBZC1F0M7F2F","funny","AMAAE4PQGWD99","mocking","No","no_agreement","Mon Nov 12 16:12:28 UTC 2012"
"2AKD5NQYN5F33AXRX3PMVCWYE3R7BQ","The only places that are now safe #Obama votes appear to be the inner cities. Everything else is in play. Go #Romney #tcot #ocra #gop","ATBZC1F0M7F2F","hopeful","A2J0MGJFLGQOO5","sad","No","no_agreement","Mon Nov 12 20:58:40 UTC 2012"
"217FE4EGDHDMFFZJAJEZ46HE256AK4","@pineywoozle  Mitt Romney - Yes I would Sign #NDAA http://t.co/LDUz1P7q","A2J0MGJFLGQOO5","happy","ATBZC1F0M7F2F","hopeful","No","no_agreement","Mon Nov 12 21:03:26 UTC 2012"
"2LHMAZHHRRLF3A2YF5IH9KHOCDYDME","RT @TheHenry: In latest WaPo/ABC News poll. with a D+5 sample. Romney wins 50-45 on the economy http://t.co/tTUMc2sQ","ATBZC1F0M7F2F","hopeful","A2J0MGJFLGQOO5","none / other","No","no_agreement","Mon Nov 12 20:57:56 UTC 2012"
"2K9Y0LWSBRI8V4PDQ408RHSTOALC02","RT @HuffingtonPost: ""You are familiar with shipping jobs overseas because you invested in companies that shipped jobs overseas."" -Obama  ...","ATBZC1F0M7F2F","hopeful","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Mon Nov 12 17:55:27 UTC 2012"
"2WW4EGDHDM25YIWKF9N6PEZ6RDMMCN","@TheFix Important to note that Romney cut ad for Mourdock (only Senate candidate he did it for) &amp; also campaigned in person for him. #INsen","ATBZC1F0M7F2F","angry","A2J0MGJFLGQOO5","none / other","No","no_agreement","Mon Nov 12 20:50:19 UTC 2012"
"27E618N46UXFPNIGPM5TVDSNWJ0PRS","RT @cher: Tagg Romney owns piece of co.That Put Voter tabulating machines in..OHIO ! Man who owns the rest of co. made a huge $$ contrib ...","ATBZC1F0M7F2F","afraid","A2J0MGJFLGQOO5","angry","No","no_agreement","Mon Nov 12 20:05:06 UTC 2012"
"2902KYEPLSP7IUZXY6A3WAHQHPDPVL","RT @Clickman8: Dont let OBAMA play the Shell Game with your FUTURE! OBAMA has no RECORD of SUCCESS! ROMNEY has a PROVEN RECORD! Your  ...","AMAAE4PQGWD99","angry","ATBZC1F0M7F2F","hopeful","No","no_agreement","Mon Nov 12 16:38:46 UTC 2012"
"22OVCPWZ9RND9S26T2YSV3DTJTJBQS","RT @LMAO_TWITPICS: Romney must be stopped.. He wants to band Instagram!  http://t.co/TinphMwd","A2J0MGJFLGQOO5","angry","ATBZC1F0M7F2F","funny","No","no_agreement","Mon Nov 12 20:57:41 UTC 2012"
"28GNJ92NJKM0IL0UL48Y42GTS898DL","What If Mitt #Romney Inherits #Obama 's Killer #Drone Fleet? - The Atlantic http://t.co/xv3iYIf4 #USpoli","A2J0MGJFLGQOO5","afraid","AMAAE4PQGWD99","funny","No","no_agreement","Mon Nov 12 16:14:00 UTC 2012"
"2929RJ85OZIZRR0L2ZDOWQ5EZOEW8H","Only one question to governor Romney...where are the roots of ur so call religion..when you prophet lost the tablets....just as mohamed??","AMAAE4PQGWD99","angry","A2J0MGJFLGQOO5","mocking","No","no_agreement","Mon Nov 12 20:57:10 UTC 2012"
"2UZJHP4BDDKGH8M2K70XBG35AVT6ZW","How Would Coal Stocks Perform Under A Romney Presidency? http://t.co/bOyxfj09 $ACI $ANR $BTU","ATBZC1F0M7F2F","afraid","AMAAE4PQGWD99","none / other","No","no_agreement","Mon Nov 12 16:22:31 UTC 2012"
"2XCLF395SW6NTBT3VXPNRBYF4EHSEY","RT @rocsidiaz: Romney ""I like american cars"" as he gets into his Benz ...","ATBZC1F0M7F2F","funny","AMAAE4PQGWD99","mocking","No","no_agreement","Mon Nov 12 16:15:31 UTC 2012"
"2P7JWKUDD8XMOD4E19RBEUTO9SMMBG","RT @cher: Tagg Romney owns piece of co.That Put Voter tabulating machines in..OHIO ! Man who owns the rest of co. made a huge $$ contrib ...","ATBZC1F0M7F2F","afraid","A2J0MGJFLGQOO5","angry","No","no_agreement","Mon Nov 12 19:51:28 UTC 2012"
"2KBVOK5UFJ51BH4PG96YYS1CVS469G","@newshour @facethenation  @meetthepress  @foxnewssunday  @dianesawyer  @courierjournal  @indystar @mittromney  Romney Wins! Romney Rocks!!!","ATBZC1F0M7F2F","happy","AMAAE4PQGWD99","none / other","No","no_agreement","Mon Nov 12 16:13:41 UTC 2012"
"26QPJWKUDD8XZLH1VJQ0J6UTR5BAL7","RT @brandootr: Get her Greta RT @gretawire: Gloria Allred to attempt unsealing Mitt Romney court testimony: I have no idea what is up wi ...","A2J0MGJFLGQOO5","afraid","ATBZC1F0M7F2F","angry","No","no_agreement","Mon Nov 12 20:16:58 UTC 2012"
"2PQMQU6L5OBVPSF2P7VAQJF7JTJXEB","Just watched Obama 2016.  Got it at Redbox.  It will open your eyes as to who he is! Go Romney","AMAAE4PQGWD99","happy","A2J0MGJFLGQOO5","hopeful","No","no_agreement","Mon Nov 12 16:23:49 UTC 2012"
"2T1011K274J7MU47YBZNC6UXIBVECQ","Romney gone take cable away","A2J0MGJFLGQOO5","angry","AMAAE4PQGWD99","funny","No","no_agreement","Mon Nov 12 20:18:30 UTC 2012"
"2G4AZHHRRLFQDY1YN181SHO9HF9EN8","RT @BlackChuckTodd: This Trump thing is just Noise to Distract from the fact that Gloria Allred is having Romney testimony unsealed in C ...","ATBZC1F0M7F2F","afraid","AMAAE4PQGWD99","none / other","No","no_agreement","Mon Nov 12 16:36:26 UTC 2012"
"243VWJ5OPB0Y8QDJQWNBFEP9X2IW4A","#Romney lied about the number of ships in 1917 http://t.co/U5syuFpB via @AMERICAblog","A2J0MGJFLGQOO5","angry","ATBZC1F0M7F2F","mocking","No","no_agreement","Mon Nov 12 19:45:19 UTC 2012"
"2HOUFBNFSVGUYPHKX2N6VG1FV25J58","RT @RayRayGrp: Obama vs Romney lol http://t.co/6OxoMAP3","A2J0MGJFLGQOO5","funny","ATBZC1F0M7F2F","mocking","No","no_agreement","Mon Nov 12 19:59:06 UTC 2012"
"27G2RCJK63ZVRDV2SULIIQ9JO48W7U","RT @TheDemocrats: .@DWStweets in Kissimmee: ""Last night. the American people saw their commander in chiefand then they saw Mitt Romney. ...","A2J0MGJFLGQOO5","happy","ATBZC1F0M7F2F","mocking","No","no_agreement","Mon Nov 12 19:54:38 UTC 2012"
"297W1INMHGYQHTHY2LXBNMFFRXGJ6O","RT @thinkprogress: After bashing government spending. Romney campaigns at national landmark built by The New Deal http://t.co/qIPRh5uI # ...","A2J0MGJFLGQOO5","happy","ATBZC1F0M7F2F","mocking","No","no_agreement","Mon Nov 12 21:14:40 UTC 2012"
"2J1ENLVWJ5OPOAC689ZYUWB7HOQT14","You decide. http://t.co/sWEoB40l via @RadioPatriot A proud Mitt Romney or Obama bowing to a Saudi king #apology #apologytour #teaparty #mitt","ATBZC1F0M7F2F","hopeful","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Mon Nov 12 18:01:59 UTC 2012"
"2ROX3YOCCF0C2FY8H39NQIXYJ37RSA","RT @Traphik: The only English channel in this Austrian hotel room is CNN. I know SO much about Obama/Romney debate body language now.","AMAAE4PQGWD99","funny","A2J0MGJFLGQOO5","none / other","No","no_agreement","Mon Nov 12 20:47:49 UTC 2012"
"2XE40SPW1INMUQC1WTUNIB6BILXF20","OBAMA vs ROMNEY RETWEET for Obama  Keep scrolling for Romney","A2J0MGJFLGQOO5","happy","ATBZC1F0M7F2F","none / other","No","no_agreement","Mon Nov 12 16:23:23 UTC 2012"
"28R8D8J3VE7W527YQM73UCK8DSKIYB","@BarackObama isn't this what Romney said?","A2J0MGJFLGQOO5","mocking","AMAAE4PQGWD99","none / other","No","no_agreement","Mon Nov 12 16:26:35 UTC 2012"
"2OVZKPFE4EGDUN0DXVZIHNZW9GX7H7","#Romney's views on gay rights today are like a segregationalist's views on race in the 1950s. A vote for #Romney is a vote for racism.","AMAAE4PQGWD99","angry","A1Y6CLBM5VJQKD","mocking","No","no_agreement","Mon Nov 12 17:30:40 UTC 2012"
"2W151Y7QEOZFB06C42KMWFXRGRMGD9","The Telegraph. U.K.   :  Mitt Romney's Guns Go Silent","AMAAE4PQGWD99","none / other","A2J0MGJFLGQOO5","sad","No","no_agreement","Mon Nov 12 21:05:11 UTC 2012"
"2HJ1K274J79K36KC0XV62XFCG3NGE2","RT @LMAO_TWITPICS: Romney must be stopped.. He wants to band Instagram!  http://t.co/TinphMwd","A2J0MGJFLGQOO5","angry","ATBZC1F0M7F2F","funny","No","no_agreement","Mon Nov 12 20:54:53 UTC 2012"
